"trip_id","start_time","end_time","bikeid","tripduration","from_station_id","from_station_name","to_station_id","to_station_name","usertype","gender","birthyear","ride_length","day_of_week","month","start_hour","end_hour","tripduration_mins","duration_diff","hour","weekday","route_count"
25939420,2019-12-25 17:47:02,2019-12-25 17:53:22,2371,379,247,"Shore Dr & 55th St",322,"Kimbark Ave & 53rd St","Customer","unknown","NA",6.33333333333333,"Wednesday","Dec","17","17",6.31666666666667,0.0166666666666666,17,"Wed",267
25940561,2019-12-26 08:34:20,2019-12-26 08:37:26,5839,185,119,"Ashland Ave & Lake St",656,"Damen Ave & Walnut (Lake) St (*)","Customer","Male","1988",3.1,"Thursday","Dec","08","08",3.08333333333333,0.0166666666666666,8,"Thu",128
25944599,2019-12-26 17:08:11,2019-12-26 17:13:09,3712,297,300,"Broadway & Barry Ave",13,"Wilton Ave & Diversey Pkwy","Customer","Male","1993",4.96666666666667,"Thursday","Dec","17","17",4.95,0.0166666666666666,17,"Thu",370
25944742,2019-12-26 17:24:32,2019-12-26 17:32:06,5318,453,210,"Ashland Ave & Division St",305,"Western Ave & Division St","Customer","Male","1993",7.56666666666667,"Thursday","Dec","17","17",7.55,0.0166666666666666,17,"Thu",728
25949299,2019-12-27 17:29:56,2019-12-27 17:37:37,4712,460,210,"Ashland Ave & Division St",305,"Western Ave & Division St","Customer","Male","1994",7.68333333333333,"Friday","Dec","17","17",7.66666666666667,0.0166666666666666,17,"Fri",728
25957649,2019-12-30 08:02:15,2019-12-30 08:06:03,1235,227,325,"Clark St & Winnemac Ave",344,"Ravenswood Ave & Lawrence Ave","Customer","Male","1988",3.8,"Monday","Dec","08","08",3.78333333333333,0.0166666666666666,8,"Mon",906
25962468,2019-12-31 17:29:56,2019-12-31 17:34:40,5010,283,621,"Aberdeen St & Randolph St",198,"Green St & Madison St","Customer","unknown","NA",4.73333333333333,"Tuesday","Dec","17","17",4.71666666666667,0.0166666666666666,17,"Tue",199
25806335,2019-12-02 17:01:10,2019-12-02 17:13:59,5690,768,170,"Clinton St & 18th St",77,"Clinton St & Madison St","Customer","unknown","NA",12.8166666666667,"Monday","Dec","17","17",12.8,0.0166666666666657,17,"Mon",71
25806488,2019-12-02 17:08:20,2019-12-02 17:24:00,6388,939,6,"Dusable Harbor",35,"Streeter Dr & Grand Ave","Customer","unknown","NA",15.6666666666667,"Monday","Dec","17","17",15.65,0.0166666666666657,17,"Mon",183
25806910,2019-12-02 17:27:49,2019-12-02 17:37:14,6360,564,84,"Milwaukee Ave & Grand Ave",192,"Canal St & Adams St","Customer","Male","1998",9.41666666666667,"Monday","Dec","17","17",9.4,0.0166666666666657,17,"Mon",376
25807297,2019-12-02 17:49:59,2019-12-02 18:12:30,5815,1350,4,"Burnham Harbor",35,"Streeter Dr & Grand Ave","Customer","unknown","NA",22.5166666666667,"Monday","Dec","17","18",22.5,0.0166666666666657,17,"Mon",167
25822831,2019-12-04 17:03:49,2019-12-04 17:16:08,1058,738,641,"Central Park Ave & Bloomingdale Ave",158,"Milwaukee Ave & Wabansia Ave","Customer","Female","1983",12.3166666666667,"Wednesday","Dec","17","17",12.3,0.0166666666666657,17,"Wed",24
25822833,2019-12-04 17:03:57,2019-12-04 17:41:25,3659,2247,3,"Shedd Aquarium",35,"Streeter Dr & Grand Ave","Customer","unknown","NA",37.4666666666667,"Wednesday","Dec","17","17",37.45,0.0166666666666657,17,"Wed",130
25823253,2019-12-04 17:20:05,2019-12-04 17:28:56,4674,530,318,"Southport Ave & Irving Park Rd",304,"Broadway & Waveland Ave","Customer","unknown","NA",8.85,"Wednesday","Dec","17","17",8.83333333333333,0.0166666666666657,17,"Wed",81
25823905,2019-12-04 17:53:57,2019-12-04 18:12:28,5926,1110,522,"Bosworth Ave & Howard St",454,"Broadway & Granville Ave","Customer","unknown","NA",18.5166666666667,"Wednesday","Dec","17","18",18.5,0.0166666666666657,17,"Wed",8
25832447,2019-12-05 17:24:23,2019-12-05 17:35:29,2276,665,198,"Green St & Madison St",51,"Clark St & Randolph St","Customer","unknown","NA",11.1,"Thursday","Dec","17","17",11.0833333333333,0.0166666666666657,17,"Thu",218
25832862,2019-12-05 17:43:33,2019-12-05 17:53:24,1679,590,125,"Rush St & Hubbard St",56,"Desplaines St & Kinzie St","Customer","Male","1992",9.85,"Thursday","Dec","17","17",9.83333333333333,0.0166666666666657,17,"Thu",163
25837115,2019-12-06 08:40:55,2019-12-06 08:56:29,2196,933,29,"Noble St & Milwaukee Ave",91,"Clinton St & Washington Blvd","Customer","Male","1983",15.5666666666667,"Friday","Dec","08","08",15.55,0.0166666666666657,8,"Fri",436
25856275,2019-12-09 17:03:06,2019-12-09 17:15:48,2278,761,328,"Ellis Ave & 58th St",419,"Lake Park Ave & 53rd St","Customer","unknown","NA",12.7,"Monday","Dec","17","17",12.6833333333333,0.0166666666666657,17,"Mon",190
25856698,2019-12-09 17:20:49,2019-12-09 17:59:32,4500,2322,76,"Lake Shore Dr & Monroe St",35,"Streeter Dr & Grand Ave","Customer","Female","1994",38.7166666666667,"Monday","Dec","17","17",38.7,0.0166666666666657,17,"Mon",524
25863292,2019-12-10 17:51:57,2019-12-10 18:00:16,6373,498,51,"Clark St & Randolph St",192,"Canal St & Adams St","Customer","Male","1986",8.31666666666667,"Tuesday","Dec","17","18",8.3,0.0166666666666657,17,"Tue",430
25865341,2019-12-11 08:20:44,2019-12-11 08:29:46,6070,541,92,"Carpenter St & Huron St",77,"Clinton St & Madison St","Customer","unknown","NA",9.03333333333333,"Wednesday","Dec","08","08",9.01666666666667,0.0166666666666657,8,"Wed",155
25870881,2019-12-12 08:21:28,2019-12-12 08:30:04,538,515,638,"Clinton St & Jackson Blvd",212,"Wells St & Hubbard St","Customer","Male","1997",8.6,"Thursday","Dec","08","08",8.58333333333333,0.0166666666666657,8,"Thu",202
25874302,2019-12-12 17:10:28,2019-12-12 17:19:40,5585,551,217,"Elizabeth (May) St & Fulton St",91,"Clinton St & Washington Blvd","Customer","Male","1990",9.2,"Thursday","Dec","17","17",9.18333333333333,0.0166666666666657,17,"Thu",125
25877738,2019-12-13 08:04:40,2019-12-13 08:42:47,2719,2286,182,"Wells St & Elm St",110,"Dearborn St & Erie St","Customer","unknown","NA",38.1166666666667,"Friday","Dec","08","08",38.1,0.0166666666666657,8,"Fri",498
25877775,2019-12-13 08:06:48,2019-12-13 08:42:49,5168,2160,182,"Wells St & Elm St",110,"Dearborn St & Erie St","Customer","unknown","NA",36.0166666666667,"Friday","Dec","08","08",36,0.0166666666666657,8,"Fri",498
25882958,2019-12-13 17:50:16,2019-12-13 18:06:11,209,954,36,"Franklin St & Jackson Blvd",174,"Canal St & Madison St","Customer","Male","1998",15.9166666666667,"Friday","Dec","17","18",15.9,0.0166666666666657,17,"Fri",428
25912625,2019-12-19 17:45:45,2019-12-19 17:54:19,4343,513,217,"Elizabeth (May) St & Fulton St",91,"Clinton St & Washington Blvd","Customer","Male","1989",8.56666666666667,"Thursday","Dec","17","17",8.55,0.0166666666666657,17,"Thu",125
25918825,2019-12-20 17:18:35,2019-12-20 17:49:10,5491,1834,413,"Woodlawn Ave & Lake Park Ave",121,"Blackstone Ave & Hyde Park Blvd","Customer","Female","1990",30.5833333333333,"Friday","Dec","17","17",30.5666666666667,0.0166666666666657,17,"Fri",18
25919210,2019-12-20 17:55:27,2019-12-20 18:23:51,2936,1703,76,"Lake Shore Dr & Monroe St",6,"Dusable Harbor","Customer","unknown","NA",28.4,"Friday","Dec","17","18",28.3833333333333,0.0166666666666657,17,"Fri",250
25929450,2019-12-23 08:48:48,2019-12-23 09:17:15,896,1706,465,"Marine Dr & Ainslie St",465,"Marine Dr & Ainslie St","Customer","unknown","NA",28.45,"Monday","Dec","08","09",28.4333333333333,0.0166666666666657,8,"Mon",203
25933115,2019-12-23 17:38:37,2019-12-23 18:16:09,4350,2251,90,"Millennium Park",255,"Indiana Ave & Roosevelt Rd","Customer","unknown","NA",37.5333333333333,"Monday","Dec","17","18",37.5166666666667,0.0166666666666657,17,"Mon",874
25933134,2019-12-23 17:40:14,2019-12-23 18:25:17,3181,2702,35,"Streeter Dr & Grand Ave",85,"Michigan Ave & Oak St","Customer","unknown","NA",45.05,"Monday","Dec","17","18",45.0333333333333,0.0166666666666657,17,"Mon",334
25933135,2019-12-23 17:40:17,2019-12-23 18:25:33,4973,2715,35,"Streeter Dr & Grand Ave",85,"Michigan Ave & Oak St","Customer","unknown","NA",45.2666666666667,"Monday","Dec","17","18",45.25,0.0166666666666657,17,"Mon",334
25933185,2019-12-23 17:45:58,2019-12-23 18:32:05,4616,2766,197,"Michigan Ave & Madison St",321,"Wabash Ave & 9th St","Customer","unknown","NA",46.1166666666667,"Monday","Dec","17","18",46.1,0.0166666666666657,17,"Mon",272
25933188,2019-12-23 17:46:15,2019-12-23 18:31:56,5243,2740,197,"Michigan Ave & Madison St",321,"Wabash Ave & 9th St","Customer","unknown","NA",45.6833333333333,"Monday","Dec","17","18",45.6666666666667,0.0166666666666657,17,"Mon",272
25933207,2019-12-23 17:49:08,2019-12-23 18:07:04,5727,1075,4,"Burnham Harbor",76,"Lake Shore Dr & Monroe St","Customer","unknown","NA",17.9333333333333,"Monday","Dec","17","18",17.9166666666667,0.0166666666666657,17,"Mon",689
25934502,2019-12-24 08:07:06,2019-12-24 08:39:51,5483,1964,672,"Franklin St & Illinois St",26,"McClurg Ct & Illinois St","Customer","unknown","NA",32.75,"Tuesday","Dec","08","08",32.7333333333333,0.0166666666666657,8,"Tue",74
25934663,2019-12-24 08:55:23,2019-12-24 09:14:43,3105,1159,284,"Michigan Ave & Jackson Blvd",59,"Wabash Ave & Roosevelt Rd","Customer","unknown","NA",19.3333333333333,"Tuesday","Dec","08","09",19.3166666666667,0.0166666666666657,8,"Tue",193
25937012,2019-12-24 17:53:49,2019-12-24 18:26:13,452,1943,255,"Indiana Ave & Roosevelt Rd",255,"Indiana Ave & Roosevelt Rd","Customer","unknown","NA",32.4,"Tuesday","Dec","17","18",32.3833333333333,0.0166666666666657,17,"Tue",347
25937464,2019-12-25 08:30:04,2019-12-25 08:49:11,3615,1146,518,"Conservatory Dr & Lake St",518,"Conservatory Dr & Lake St","Customer","unknown","NA",19.1166666666667,"Wednesday","Dec","08","08",19.1,0.0166666666666657,8,"Wed",51
25939353,2019-12-25 17:14:28,2019-12-25 17:32:56,3132,1107,172,"Rush St & Cedar St",52,"Michigan Ave & Lake St","Customer","unknown","NA",18.4666666666667,"Wednesday","Dec","17","17",18.45,0.0166666666666657,17,"Wed",203
25939437,2019-12-25 17:58:21,2019-12-25 18:32:59,635,2077,623,"Michigan Ave & 8th St",90,"Millennium Park","Customer","unknown","NA",34.6333333333333,"Wednesday","Dec","17","18",34.6166666666667,0.0166666666666657,17,"Wed",326
25940457,2019-12-26 08:14:32,2019-12-26 08:40:28,1168,1555,144,"Larrabee St & Webster Ave",144,"Larrabee St & Webster Ave","Customer","unknown","NA",25.9333333333333,"Thursday","Dec","08","08",25.9166666666667,0.0166666666666657,8,"Thu",283
25940603,2019-12-26 08:41:13,2019-12-26 09:00:03,3498,1129,451,"Sheridan Rd & Loyola Ave",451,"Sheridan Rd & Loyola Ave","Customer","unknown","NA",18.8333333333333,"Thursday","Dec","08","09",18.8166666666667,0.0166666666666657,8,"Thu",74
25940634,2019-12-26 08:45:50,2019-12-26 09:02:09,1647,978,85,"Michigan Ave & Oak St",35,"Streeter Dr & Grand Ave","Customer","unknown","NA",16.3166666666667,"Thursday","Dec","08","09",16.3,0.0166666666666657,8,"Thu",254
25940637,2019-12-26 08:46:14,2019-12-26 09:01:54,5586,939,85,"Michigan Ave & Oak St",35,"Streeter Dr & Grand Ave","Customer","unknown","NA",15.6666666666667,"Thursday","Dec","08","09",15.65,0.0166666666666657,8,"Thu",254
25944565,2019-12-26 17:05:32,2019-12-26 17:23:05,2818,1052,94,"Clark St & Armitage Ave",47,"State St & Kinzie St","Customer","unknown","NA",17.55,"Thursday","Dec","17","17",17.5333333333333,0.0166666666666657,17,"Thu",244
25944587,2019-12-26 17:07:14,2019-12-26 17:47:10,5127,2395,341,"Adler Planetarium",35,"Streeter Dr & Grand Ave","Customer","unknown","NA",39.9333333333333,"Thursday","Dec","17","17",39.9166666666667,0.0166666666666657,17,"Thu",114
25944590,2019-12-26 17:07:31,2019-12-26 17:32:43,2889,1511,76,"Lake Shore Dr & Monroe St",35,"Streeter Dr & Grand Ave","Customer","unknown","NA",25.2,"Thursday","Dec","17","17",25.1833333333333,0.0166666666666657,17,"Thu",524
25944591,2019-12-26 17:07:32,2019-12-26 17:32:59,1448,1526,76,"Lake Shore Dr & Monroe St",35,"Streeter Dr & Grand Ave","Customer","unknown","NA",25.45,"Thursday","Dec","17","17",25.4333333333333,0.0166666666666657,17,"Thu",524
25944608,2019-12-26 17:08:47,2019-12-26 17:23:25,5807,877,85,"Michigan Ave & Oak St",177,"Theater on the Lake","Customer","unknown","NA",14.6333333333333,"Thursday","Dec","17","17",14.6166666666667,0.0166666666666657,17,"Thu",637
25944650,2019-12-26 17:15:14,2019-12-26 17:32:07,4824,1012,341,"Adler Planetarium",76,"Lake Shore Dr & Monroe St","Customer","unknown","NA",16.8833333333333,"Thursday","Dec","17","17",16.8666666666667,0.0166666666666657,17,"Thu",204
25944688,2019-12-26 17:19:24,2019-12-26 17:54:01,1120,2076,80,"Aberdeen St & Monroe St",49,"Dearborn St & Monroe St","Customer","unknown","NA",34.6166666666667,"Thursday","Dec","17","17",34.6,0.0166666666666657,17,"Thu",183
25944745,2019-12-26 17:25:08,2019-12-26 17:57:14,6189,1925,3,"Shedd Aquarium",35,"Streeter Dr & Grand Ave","Customer","unknown","NA",32.1,"Thursday","Dec","17","17",32.0833333333333,0.0166666666666657,17,"Thu",130
25944833,2019-12-26 17:37:23,2019-12-26 17:55:58,2461,1114,7,"Field Blvd & South Water St",7,"Field Blvd & South Water St","Customer","unknown","NA",18.5833333333333,"Thursday","Dec","17","17",18.5666666666667,0.0166666666666657,17,"Thu",257
25945007,2019-12-26 17:59:51,2019-12-26 18:15:12,5884,920,656,"Damen Ave & Walnut (Lake) St (*)",69,"Damen Ave & Pierce Ave","Customer","Female","1992",15.35,"Thursday","Dec","17","18",15.3333333333333,0.0166666666666657,17,"Thu",40
25946746,2019-12-27 08:42:20,2019-12-27 09:32:12,5371,2991,334,"Lake Shore Dr & Belmont Ave",334,"Lake Shore Dr & Belmont Ave","Customer","Female","1996",49.8666666666667,"Friday","Dec","08","09",49.85,0.0166666666666657,8,"Fri",374
25949349,2019-12-27 17:39:52,2019-12-27 17:58:30,5392,1117,313,"Lakeview Ave & Fullerton Pkwy",85,"Michigan Ave & Oak St","Customer","unknown","NA",18.6333333333333,"Friday","Dec","17","17",18.6166666666667,0.0166666666666657,17,"Fri",310
25949430,2019-12-27 17:52:02,2019-12-27 18:18:06,2882,1563,341,"Adler Planetarium",90,"Millennium Park","Customer","unknown","NA",26.0666666666667,"Friday","Dec","17","18",26.05,0.0166666666666657,17,"Fri",152
25949431,2019-12-27 17:52:12,2019-12-27 18:18:10,5199,1557,341,"Adler Planetarium",90,"Millennium Park","Customer","unknown","NA",25.9666666666667,"Friday","Dec","17","18",25.95,0.0166666666666657,17,"Fri",152
25949433,2019-12-27 17:52:22,2019-12-27 18:17:50,2236,1527,341,"Adler Planetarium",90,"Millennium Park","Customer","unknown","NA",25.4666666666667,"Friday","Dec","17","18",25.45,0.0166666666666657,17,"Fri",152
25959823,2019-12-30 17:07:46,2019-12-30 17:25:28,4263,1061,420,"Ellis Ave & 55th St",426,"Ellis Ave & 60th St","Customer","unknown","NA",17.7,"Monday","Dec","17","17",17.6833333333333,0.0166666666666657,17,"Mon",1663
25962386,2019-12-31 17:03:25,2019-12-31 17:16:33,1310,787,90,"Millennium Park",76,"Lake Shore Dr & Monroe St","Customer","unknown","NA",13.1333333333333,"Tuesday","Dec","17","17",13.1166666666667,0.0166666666666657,17,"Tue",309
25870932,2019-12-12 08:24:08,2019-12-12 17:25:07,1219,32458,18,"Wacker Dr & Washington St",43,"Michigan Ave & Washington St","Customer","unknown","NA",540.983333333333,"Thursday","Dec","08","17",540.966666666667,0.0166666666666515,8,"Thu",2121
25909031,2019-12-19 08:03:17,2019-12-20 00:14:58,4743,58300,161,"Rush St & Superior St",199,"Wabash Ave & Grand Ave","Customer","Male","1983",971.683333333333,"Thursday","Dec","08","00",971.666666666667,0.0166666666666515,8,"Thu",332
21743851,2019-01-01 17:01:13,2019-01-01 17:52:05,6128,3052,419,"Lake Park Ave & 53rd St",418,"Ellis Ave & 53rd St","Customer","unknown","NA",50.8666666666667,"Tuesday","Jan","17","17",50.8666666666667,0,17,"Tue",134
21743857,2019-01-01 17:03:09,2019-01-01 17:04:29,5910,80,97,"Field Museum",97,"Field Museum","Customer","unknown","NA",1.33333333333333,"Tuesday","Jan","17","17",1.33333333333333,0,17,"Tue",51
21745697,2019-01-02 08:53:42,2019-01-02 08:58:23,6214,281,174,"Canal St & Madison St",43,"Michigan Ave & Washington St","Customer","Male","1995",4.68333333333333,"Wednesday","Jan","08","08",4.68333333333333,0,8,"Wed",2328
21747813,2019-01-02 17:09:14,2019-01-02 17:17:27,4391,493,52,"Michigan Ave & Lake St",192,"Canal St & Adams St","Customer","unknown","NA",8.21666666666667,"Wednesday","Jan","17","17",8.21666666666667,0,17,"Wed",1808
21748057,2019-01-02 17:30:57,2019-01-02 17:45:15,3544,858,48,"Larrabee St & Kingsbury St",192,"Canal St & Adams St","Customer","unknown","NA",14.3,"Wednesday","Jan","17","17",14.3,0,17,"Wed",1499
21748271,2019-01-02 17:58:02,2019-01-02 18:03:15,6445,313,43,"Michigan Ave & Washington St",174,"Canal St & Madison St","Customer","unknown","NA",5.21666666666667,"Wednesday","Jan","17","18",5.21666666666667,0,17,"Wed",1523
21750771,2019-01-03 08:58:07,2019-01-03 09:08:05,693,598,91,"Clinton St & Washington Blvd",53,"Wells St & Huron St","Customer","Male","1993",9.96666666666667,"Thursday","Jan","08","09",9.96666666666667,0,8,"Thu",681
21753699,2019-01-03 17:13:45,2019-01-03 17:21:31,4260,466,317,"Wood St & Taylor St",241,"Morgan St & Polk St","Customer","Female","1997",7.76666666666667,"Thursday","Jan","17","17",7.76666666666667,0,17,"Thu",205
21753879,2019-01-03 17:24:54,2019-01-03 17:48:26,4020,1412,85,"Michigan Ave & Oak St",289,"Wells St & Concord Ln","Customer","unknown","NA",23.5333333333333,"Thursday","Jan","17","17",23.5333333333333,0,17,"Thu",308
21753884,2019-01-03 17:25:04,2019-01-03 17:48:37,2162,1413,85,"Michigan Ave & Oak St",289,"Wells St & Concord Ln","Customer","unknown","NA",23.55,"Thursday","Jan","17","17",23.55,0,17,"Thu",308
21753889,2019-01-03 17:25:16,2019-01-03 17:48:20,679,1384,85,"Michigan Ave & Oak St",289,"Wells St & Concord Ln","Customer","unknown","NA",23.0666666666667,"Thursday","Jan","17","17",23.0666666666667,0,17,"Thu",308
21753898,2019-01-03 17:25:35,2019-01-03 17:48:26,1667,1371,85,"Michigan Ave & Oak St",289,"Wells St & Concord Ln","Customer","unknown","NA",22.85,"Thursday","Jan","17","17",22.85,0,17,"Thu",308
21753918,2019-01-03 17:26:29,2019-01-03 17:41:54,2747,925,48,"Larrabee St & Kingsbury St",192,"Canal St & Adams St","Customer","unknown","NA",15.4166666666667,"Thursday","Jan","17","17",15.4166666666667,0,17,"Thu",1499
21753923,2019-01-03 17:26:46,2019-01-03 17:48:11,3821,1285,85,"Michigan Ave & Oak St",289,"Wells St & Concord Ln","Customer","unknown","NA",21.4166666666667,"Thursday","Jan","17","17",21.4166666666667,0,17,"Thu",308
21753981,2019-01-03 17:30:19,2019-01-03 17:52:58,2782,1359,4,"Burnham Harbor",6,"Dusable Harbor","Customer","unknown","NA",22.65,"Thursday","Jan","17","17",22.65,0,17,"Thu",196
21754204,2019-01-03 17:45:54,2019-01-03 17:53:39,3182,465,423,"University Ave & 57th St",247,"Shore Dr & 55th St","Customer","unknown","NA",7.75,"Thursday","Jan","17","17",7.75,0,17,"Thu",447
21754252,2019-01-03 17:49:48,2019-01-03 17:56:18,5203,390,242,"Damen Ave & Leland Ave",462,"Winchester (Ravenswood) Ave & Balmoral Ave","Customer","unknown","NA",6.5,"Thursday","Jan","17","17",6.5,0,17,"Thu",400
21754371,2019-01-03 17:58:32,2019-01-03 18:05:46,5934,434,297,"Paulina St & Montrose Ave",231,"Sheridan Rd & Montrose Ave","Customer","Male","1995",7.23333333333333,"Thursday","Jan","17","18",7.23333333333333,0,17,"Thu",76
21757174,2019-01-04 08:44:50,2019-01-04 08:49:48,5772,298,229,"Southport Ave & Roscoe St",117,"Wilton Ave & Belmont Ave","Customer","unknown","NA",4.96666666666667,"Friday","Jan","08","08",4.96666666666667,0,8,"Fri",271
21757220,2019-01-04 08:48:01,2019-01-04 08:57:12,3655,551,74,"Kingsbury St & Erie St",192,"Canal St & Adams St","Customer","Male","1993",9.18333333333333,"Friday","Jan","08","08",9.18333333333333,0,8,"Fri",945
21757313,2019-01-04 08:54:56,2019-01-04 08:59:46,2071,290,18,"Wacker Dr & Washington St",43,"Michigan Ave & Washington St","Customer","Male","1995",4.83333333333333,"Friday","Jan","08","08",4.83333333333333,0,8,"Fri",2121
21757352,2019-01-04 08:58:35,2019-01-04 09:07:54,5221,559,91,"Clinton St & Washington Blvd",53,"Wells St & Huron St","Customer","Male","1993",9.31666666666667,"Friday","Jan","08","09",9.31666666666667,0,8,"Fri",681
21761174,2019-01-04 17:09:02,2019-01-04 17:20:15,4298,673,258,"Logan Blvd & Elston Ave",69,"Damen Ave & Pierce Ave","Customer","unknown","NA",11.2166666666667,"Friday","Jan","17","17",11.2166666666667,0,17,"Fri",62
21761196,2019-01-04 17:10:21,2019-01-04 17:16:13,4564,352,117,"Wilton Ave & Belmont Ave",131,"Lincoln Ave & Belmont Ave","Customer","Male","1988",5.86666666666667,"Friday","Jan","17","17",5.86666666666667,0,17,"Fri",539
21761204,2019-01-04 17:10:39,2019-01-04 17:25:36,2461,897,76,"Lake Shore Dr & Monroe St",35,"Streeter Dr & Grand Ave","Customer","unknown","NA",14.95,"Friday","Jan","17","17",14.95,0,17,"Fri",524
21761212,2019-01-04 17:10:57,2019-01-04 17:30:34,1225,1177,76,"Lake Shore Dr & Monroe St",35,"Streeter Dr & Grand Ave","Customer","unknown","NA",19.6166666666667,"Friday","Jan","17","17",19.6166666666667,0,17,"Fri",524
21761451,2019-01-04 17:24:06,2019-01-04 18:04:29,644,2423,344,"Ravenswood Ave & Lawrence Ave",464,"Damen Ave & Foster Ave","Customer","unknown","NA",40.3833333333333,"Friday","Jan","17","18",40.3833333333333,0,17,"Fri",552
21761541,2019-01-04 17:29:56,2019-01-04 18:11:32,4423,2496,35,"Streeter Dr & Grand Ave",35,"Streeter Dr & Grand Ave","Customer","unknown","NA",41.6,"Friday","Jan","17","18",41.6,0,17,"Fri",642
21761543,2019-01-04 17:30:06,2019-01-04 18:11:17,3758,2471,35,"Streeter Dr & Grand Ave",35,"Streeter Dr & Grand Ave","Customer","unknown","NA",41.1833333333333,"Friday","Jan","17","18",41.1833333333333,0,17,"Fri",642
21761576,2019-01-04 17:32:16,2019-01-04 18:36:33,4019,3857,177,"Theater on the Lake",85,"Michigan Ave & Oak St","Customer","Male","2001",64.2833333333333,"Friday","Jan","17","18",64.2833333333333,0,17,"Fri",641
21761629,2019-01-04 17:35:02,2019-01-04 18:36:33,5186,3691,177,"Theater on the Lake",85,"Michigan Ave & Oak St","Customer","Female","2000",61.5166666666667,"Friday","Jan","17","18",61.5166666666667,0,17,"Fri",641
21761781,2019-01-04 17:46:40,2019-01-04 17:54:18,779,458,327,"Sheffield Ave & Webster Ave",144,"Larrabee St & Webster Ave","Customer","Male","1998",7.63333333333333,"Friday","Jan","17","17",7.63333333333333,0,17,"Fri",282
21761782,2019-01-04 17:46:46,2019-01-04 17:54:27,3255,461,327,"Sheffield Ave & Webster Ave",144,"Larrabee St & Webster Ave","Customer","Female","2000",7.68333333333333,"Friday","Jan","17","17",7.68333333333333,0,17,"Fri",282
21761786,2019-01-04 17:47:01,2019-01-04 17:54:18,4984,437,327,"Sheffield Ave & Webster Ave",144,"Larrabee St & Webster Ave","Customer","Male","1997",7.28333333333333,"Friday","Jan","17","17",7.28333333333333,0,17,"Fri",282
21761793,2019-01-04 17:47:20,2019-01-04 17:54:39,1462,439,327,"Sheffield Ave & Webster Ave",144,"Larrabee St & Webster Ave","Customer","Male","1993",7.31666666666667,"Friday","Jan","17","17",7.31666666666667,0,17,"Fri",282
21761834,2019-01-04 17:49:18,2019-01-04 17:58:23,158,545,36,"Franklin St & Jackson Blvd",59,"Wabash Ave & Roosevelt Rd","Customer","unknown","NA",9.08333333333333,"Friday","Jan","17","17",9.08333333333333,0,17,"Fri",494
21761898,2019-01-04 17:54:03,2019-01-04 18:01:16,3352,433,43,"Michigan Ave & Washington St",174,"Canal St & Madison St","Customer","Male","1995",7.21666666666667,"Friday","Jan","17","18",7.21666666666667,0,17,"Fri",1523
21775366,2019-01-07 08:18:58,2019-01-07 08:23:29,308,271,345,"Lake Park Ave & 56th St",423,"University Ave & 57th St","Customer","unknown","NA",4.51666666666667,"Monday","Jan","08","08",4.51666666666667,0,8,"Mon",1657
21775420,2019-01-07 08:28:37,2019-01-07 09:28:10,1716,3573,35,"Streeter Dr & Grand Ave",35,"Streeter Dr & Grand Ave","Customer","unknown","NA",59.55,"Monday","Jan","08","09",59.55,0,8,"Mon",642
21775554,2019-01-07 08:52:28,2019-01-07 08:58:24,2102,356,88,"Racine Ave & Randolph St",96,"Desplaines St & Randolph St","Customer","unknown","NA",5.93333333333333,"Monday","Jan","08","08",5.93333333333333,0,8,"Mon",183
21778118,2019-01-07 17:42:12,2019-01-07 17:46:44,3632,272,181,"LaSalle St & Illinois St",24,"Fairbanks Ct & Grand Ave","Customer","Male","1985",4.53333333333333,"Monday","Jan","17","17",4.53333333333333,0,17,"Mon",457
21781102,2019-01-08 08:04:57,2019-01-08 08:18:37,374,820,511,"Albany Ave & Bloomingdale Ave",58,"Marshfield Ave & Cortland St","Customer","unknown","NA",13.6666666666667,"Tuesday","Jan","08","08",13.6666666666667,0,8,"Tue",100
21781287,2019-01-08 08:15:08,2019-01-08 08:21:22,4562,374,638,"Clinton St & Jackson Blvd (*)",212,"Wells St & Hubbard St","Customer","Male","1992",6.23333333333333,"Tuesday","Jan","08","08",6.23333333333333,0,8,"Tue",165
21781840,2019-01-08 08:45:34,2019-01-08 08:53:58,4042,504,654,"Racine Ave & Washington Blvd (*)",91,"Clinton St & Washington Blvd","Customer","Female","1991",8.4,"Tuesday","Jan","08","08",8.4,0,8,"Tue",187
21781911,2019-01-08 08:50:15,2019-01-08 08:56:38,616,383,174,"Canal St & Madison St",43,"Michigan Ave & Washington St","Customer","Male","1995",6.38333333333333,"Tuesday","Jan","08","08",6.38333333333333,0,8,"Tue",2328
21785450,2019-01-08 17:14:18,2019-01-08 17:43:56,6236,1778,467,"Western Ave & Lunt Ave",467,"Western Ave & Lunt Ave","Customer","unknown","NA",29.6333333333333,"Tuesday","Jan","17","17",29.6333333333333,0,17,"Tue",35
21786202,2019-01-08 17:56:20,2019-01-08 18:02:40,6000,380,44,"State St & Randolph St",174,"Canal St & Madison St","Customer","Male","1995",6.33333333333333,"Tuesday","Jan","17","18",6.33333333333333,0,17,"Tue",549
21786236,2019-01-08 17:59:06,2019-01-08 18:09:44,4927,638,627,"LaSalle Dr & Huron St (*)",91,"Clinton St & Washington Blvd","Customer","Male","1993",10.6333333333333,"Tuesday","Jan","17","18",10.6333333333333,0,17,"Tue",83
